"","x"
"1",-412509
"2",-369773
"3",145170
"4",-655184
"5",698310
"6",760364
"7",202745
"8",-150765
"9",801323
"10",580670
"11",301169
"12",-979279
"13",-248185
"14",-256288
"15",-660491
"16",-259808
"17",-354028
"18",285939
"19",518730
"20",-794857
"21",-608480
"22",-663188
"23",-447533
"24",953532
"25",-660357
"26",-245914
"27",-418340
"28",67293
"29",-884307
"30",89499
"31",789154
"32",391752
"33",-718619
"34",483375
"35",551631
"36",611044
"37",171596
"38",868671
"39",-329369
"40",-447005
"41",944491
"42",488398
"43",81692
"44",-438139
"45",734349
"46",-269865
"47",-175491
"48",-213600
"49",-805344
"50",-403678
"51",533637
"52",-710506
"53",-474463
"54",-974283
"55",-879096
"56",-211209
"57",-838594
"58",842931
"59",738950
"60",373541
"61",347927
"62",120938
"63",-702305
"64",440695
"65",-369462
"66",443483
"67",-478260
"68",-283134
"69",-72674
"70",-536141
"71",446001
"72",-509813
"73",564951
"74",-869252
"75",155862
"76",170028
"77",-410692
"78",380585
"79",706615
"80",218411
"81",-519783
"82",853605
"83",-993593
"84",-172719
"85",432099
"86",-349302
"87",-42151
"88",520459
"89",323100
"90",516625
"91",-829312
"92",197270
"93",129318
"94",12043
"95",571130
"96",898636
"97",-352050
"98",-608853
"99",-708550
"100",731553
