"","x"
"1",-959320
"2",605727
"3",490851
"4",-640538
"5",-267145
"6",778303
"7",-235416
"8",520605
"9",-51184
"10",-369621
"11",-186678
"12",-145932
"13",-772955
"14",947126
"15",-883867
"16",-55466
"17",-317231
"18",76893
"19",25151
"20",-609777
"21",317837
"22",-315625
"23",668168
"24",756563
"25",420964
"26",-149948
"27",-601368
"28",-126509
"29",449231
"30",924276
"31",709615
"32",678537
"33",-973518
"34",709513
"35",860910
"36",171356
"37",834401
"38",-4927
"39",629056
"40",670944
"41",-309569
"42",44808
"43",181048
"44",-3783
"45",587581
"46",-167441
"47",518773
"48",10180
"49",-806745
"50",-646087
"51",-599323
"52",314095
"53",368062
"54",398627
"55",-281451
"56",-423963
"57",-967593
"58",91442
"59",-292677
"60",-188927
"61",-126602
"62",36499
"63",2721
"64",-411737
"65",456028
"66",-990669
"67",963070
"68",504733
"69",-455795
"70",-788137
"71",-583743
"72",-910409
"73",-830999
"74",789889
"75",202266
"76",-630863
"77",-931550
"78",874416
"79",817263
"80",593795
"81",-399993
"82",-25305
"83",80156
"84",485703
"85",946553
"86",-323960
"87",42663
"88",180289
"89",384204
"90",-310479
"91",342407
"92",836722
"93",-337694
"94",-15322
"95",425995
"96",270963
"97",-470354
"98",550417
"99",-919302
"100",486604
