"","x"
"1",87151
"2",624524
"3",775395
"4",-657688
"5",-855363
"6",-791386
"7",811405
"8",-734815
"9",23083
"10",196884
"11",198947
"12",-117439
"13",-331704
"14",113198
"15",-75411
"16",-533594
"17",-839914
"18",-944611
"19",-605887
"20",550836
"21",-739708
"22",-71934
"23",-158835
"24",-301386
"25",-57620
"26",575264
"27",-417984
"28",-302800
"29",-451756
"30",470
"31",-577492
"32",937042
"33",613800
"34",511000
"35",591128
"36",614060
"37",460845
"38",310466
"39",-988763
"40",782223
"41",509629
"42",-943475
"43",-23317
"44",-422429
"45",18563
"46",-145175
"47",-329230
"48",-710167
"49",486480
"50",984389
"51",193516
"52",584125
"53",-850126
"54",-666424
"55",-612897
"56",142876
"57",914263
"58",526374
"59",-305974
"60",356671
"61",-169153
"62",652204
"63",-271984
"64",951577
"65",741998
"66",-938990
"67",101162
"68",-886847
"69",591141
"70",-98482
"71",-907204
"72",263009
"73",-695227
"74",913635
"75",-706385
"76",-347862
"77",-214362
"78",931686
"79",-397321
"80",854990
"81",904766
"82",-451645
"83",638335
"84",-180868
"85",99042
"86",330951
"87",702623
"88",123413
"89",-431202
"90",-788780
"91",-842113
"92",-45726
"93",679501
"94",-154931
"95",773506
"96",-387670
"97",863812
"98",90992
"99",467686
"100",-397586
