"","x"
"1",901053
"2",168011
"3",635017
"4",140715
"5",-541519
"6",-665569
"7",458832
"8",-61361
"9",880067
"10",-400988
"11",657794
"12",-71146
"13",9174
"14",747151
"15",-11799
"16",238684
"17",574836
"18",-578596
"19",-82909
"20",-888565
"21",-875121
"22",-543643
"23",815428
"24",337771
"25",-561356
"26",-113082
"27",-727226
"28",181408
"29",590857
"30",128447
"31",-79798
"32",305780
"33",183541
"34",-686222
"35",-640600
"36",-129608
"37",729904
"38",333884
"39",241862
"40",-324858
"41",788027
"42",894430
"43",556393
"44",-579684
"45",-167677
"46",-629218
"47",-88662
"48",403238
"49",-518479
"50",-57105
"51",339916
"52",-618367
"53",364283
"54",393248
"55",-526939
"56",63076
"57",-529043
"58",625332
"59",-458396
"60",-447545
"61",879223
"62",-134849
"63",-880923
"64",316868
"65",321858
"66",-17497
"67",819400
"68",665887
"69",-958639
"70",401498
"71",-886896
"72",-162854
"73",-347551
"74",-19655
"75",168075
"76",130850
"77",-177915
"78",978953
"79",573155
"80",787057
"81",-868356
"82",-495783
"83",-493125
"84",-366200
"85",382348
"86",-27943
"87",-697014
"88",929963
"89",356778
"90",-309013
"91",492621
"92",-157910
"93",173817
"94",-386007
"95",404700
"96",467894
"97",189504
"98",548463
"99",-164414
"100",-253665
