"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"18","Trait18","mrMLM","PstI.TP506588","1","80675","0.9393","0.8739","C"
"18","Trait18","mrMLM","PstI.TP863331","1","161269","5.2652e-05","0.0032","A"
"18","Trait18","mrMLM","NsiI.TP611047","1","185165","-0.2044","0.3538","A"
"18","Trait18","mrMLM","PstI.TP271714","1","262844","-6.3664e-05","0.0039","A"
"18","Trait18","mrMLM","PstI.TP424788","1","263370","-4.6755e-05","0.0029","A"
"18","Trait18","mrMLM","PstI.TP931820","1","284314","6.5286e-06","4e-04","A"
"18","Trait18","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0066","A"
"18","Trait18","mrMLM","NsiI.TP579900","1","335878","-5.1628e-05","0.0032","G"
"18","Trait18","mrMLM","PstI.TP425356","1","569039","8.1282e-05","0.005","C"
"18","Trait18","mrMLM","PstI.TP999740","1","569491","0.0901","0.2529","A"
"18","Trait18","mrMLM","NsiI.TP802651","1","754114","-5.3298e-05","0.0033","C"
"18","Trait18","mrMLM","NsiI.TP585976","1","829048","-0.583","1.4169","C"
"18","Trait18","mrMLM","PstI.TP1152021","1","865447","5.7087e-05","0.0035","A"
"18","Trait18","mrMLM","PstI.TP716618","1","918921","0.1505","0.2609","G"
"18","Trait18","mrMLM","PstI.TP1246584","1","1015480","-0.1863","0.6955","C"
"18","Trait18","mrMLM","PstI.TP354591","1","1050082","5.4937e-05","0.0034","C"
"18","Trait18","mrMLM","PstI.TP856852","1","1153760","0.2577","0.5353","G"
"18","Trait18","mrMLM","PstI.TP1010387","1","1174408","-0.7611","0.8823","C"
"18","Trait18","mrMLM","PstI.TP775725","1","1175417","4.665e-05","0.0029","A"
"18","Trait18","mrMLM","NsiI.TP72077","1","1422420","-3.1582e-05","0.0019","A"
"18","Trait18","mrMLM","PstI.TP13650","1","1521127","-1.3384e-05","8e-04","A"
"18","Trait18","mrMLM","PstI.TP329515","1","1537490","6.1243e-05","0.0038","C"
"18","Trait18","mrMLM","PstI.TP1031399","1","1661159","-5.4709e-05","0.0034","C"
"18","Trait18","mrMLM","NsiI.TP796534","1","1682668","-3.2695e-05","0.002","A"
