"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"15","Trait15","mrMLM","PstI.TP506588","1","80675","1.1163","0.8739","C"
"15","Trait15","mrMLM","PstI.TP863331","1","161269","6.2577e-05","0.0032","A"
"15","Trait15","mrMLM","NsiI.TP611047","1","185165","-0.2429","0.3538","A"
"15","Trait15","mrMLM","PstI.TP271714","1","262844","-7.5665e-05","0.0039","A"
"15","Trait15","mrMLM","PstI.TP424788","1","263370","-5.5568e-05","0.0029","A"
"15","Trait15","mrMLM","PstI.TP931820","1","284314","7.7592e-06","4e-04","A"
"15","Trait15","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0066","A"
"15","Trait15","mrMLM","NsiI.TP579900","1","335878","-6.136e-05","0.0032","G"
"15","Trait15","mrMLM","PstI.TP425356","1","569039","9.6604e-05","0.005","C"
"15","Trait15","mrMLM","PstI.TP999740","1","569491","0.1071","0.2529","A"
"15","Trait15","mrMLM","NsiI.TP802651","1","754114","-6.3345e-05","0.0033","C"
"15","Trait15","mrMLM","NsiI.TP585976","1","829048","-0.6928","1.4169","C"
"15","Trait15","mrMLM","PstI.TP1152021","1","865447","6.7848e-05","0.0035","A"
"15","Trait15","mrMLM","PstI.TP716618","1","918921","0.1789","0.2609","G"
"15","Trait15","mrMLM","PstI.TP1246584","1","1015480","-0.2214","0.6955","C"
"15","Trait15","mrMLM","PstI.TP354591","1","1050082","6.5292e-05","0.0034","C"
"15","Trait15","mrMLM","PstI.TP856852","1","1153760","0.3063","0.5353","G"
"15","Trait15","mrMLM","PstI.TP1010387","1","1174408","-0.9045","0.8823","C"
"15","Trait15","mrMLM","PstI.TP775725","1","1175417","5.5444e-05","0.0029","A"
"15","Trait15","mrMLM","NsiI.TP72077","1","1422420","-3.7536e-05","0.0019","A"
"15","Trait15","mrMLM","PstI.TP13650","1","1521127","-1.5907e-05","8e-04","A"
"15","Trait15","mrMLM","PstI.TP329515","1","1537490","7.2788e-05","0.0038","C"
"15","Trait15","mrMLM","PstI.TP1031399","1","1661159","-6.5022e-05","0.0034","C"
"15","Trait15","mrMLM","NsiI.TP796534","1","1682668","-3.8858e-05","0.002","A"
"15","Trait15","mrMLM","PstI.TP929619","1","1952038","4.4627e-05","0.0023","A"
"15","Trait15","mrMLM","PstI.TP417865","1","2030761","4.8545e-05","0.0025","C"
"15","Trait15","mrMLM","NsiI.TP666080","1","2031570","-0.4568","0.9264","C"
"15","Trait15","mrMLM","PstI.TP885267","1","2084430","5.1689e-05","0.0027","A"
"15","Trait15","mrMLM","PstI.TP1294018","1","2280325","-1.9273e-05","0.001","C"
"15","Trait15","mrMLM","PstI.TP56795","1","2315051","-2.4806e-05","0.0013","G"
"15","Trait15","mrMLM","PstI.TP653218","1","2466683","-6.4897e-05","0.0033","A"
"15","Trait15","mrMLM","PstI.TP108989","1","2588793","0.0888","0.1902","C"
"15","Trait15","mrMLM","PstI.TP966432","1","2596832","6.9017e-05","0.0036","A"
"15","Trait15","mrMLM","NsiI.TP486649","1","2601704","0.588","0.9793","A"
"15","Trait15","mrMLM","PstI.TP441536","1","2816855","2e-04","0.0095","C"
"15","Trait15","mrMLM","PstI.TP1085601","1","2820903","4.1821e-05","0.0022","A"
"15","Trait15","mrMLM","PstI.TP525202","1","2884119","-0.176","0.3489","A"
"15","Trait15","mrMLM","PstI.TP1268585","1","2988383","-0.0343","0.1233","C"
"15","Trait15","mrMLM","PstI.TP849876","1","3050119","2.3237e-05","0.0012","C"
"15","Trait15","mrMLM","PstI.TP66009","1","3078783","-0.1874","0.2171","A"
"15","Trait15","mrMLM","PstI.TP209693","1","3305106","-0.1214","0.2189","A"
"15","Trait15","mrMLM","PstI.TP626124","1","3342723","-5.6209e-05","0.0029","A"
"15","Trait15","mrMLM","PstI.TP1059573","1","3357749","-0.3563","0.6712","A"
"15","Trait15","mrMLM","NsiI.TP504485","1","3381640","-5.75e-05","0.003","A"
"15","Trait15","mrMLM","PstI.TP1243055","1","3389055","0.2188","0.3211","A"
"15","Trait15","mrMLM","PstI.TP1244443","1","3397749","-0.072","0.2088","C"
"15","Trait15","mrMLM","NsiI.TP24278","1","3414839","-4.3118e-05","0.0022","A"
"15","Trait15","mrMLM","PstI.TP1199997","1","3471828","-7.9012e-07","4.0566e-05","C"
"15","Trait15","mrMLM","PstI.TP757375","1","3471897","-0.2883","0.4012","A"
"15","Trait15","mrMLM","PstI.TP726521","1","3535515","8.9551e-05","0.0046","C"
"15","Trait15","mrMLM","PstI.TP374511","1","3576636","0.3622","0.786","A"
"15","Trait15","mrMLM","PstI.TP1267977","1","3576713","-1.2476e-05","6e-04","A"
"15","Trait15","mrMLM","PstI.TP1155202","1","3620639","-0.1949","0.296","A"
"15","Trait15","mrMLM","PstI.TP961085","1","3705536","2e-04","0.0103","A"
"15","Trait15","mrMLM","PstI.TP21889","1","3705780","1e-04","0.0076","A"
"15","Trait15","mrMLM","PstI.TP1053336","1","3955998","2.1116e-06","1e-04","A"
"15","Trait15","mrMLM","NsiI.TP403662","1","3957731","-1e-04","0.0061","A"
"15","Trait15","mrMLM","PstI.TP891020","1","4033768","0.033","0.115","G"
"15","Trait15","mrMLM","PstI.TP629259","1","4276027","5.3055e-05","0.0027","C"
"15","Trait15","mrMLM","PstI.TP629254","1","4276045","-0.9464","1.2032","A"
"15","Trait15","mrMLM","PstI.TP736289","1","4314719","-3.7044e-06","2e-04","A"
